Distancia
143.589
143.827
143.749
143.58
143.804
143.82
143.603
143.721
143.776
143.267
143.692
143.651
143.55
143.514
143.488
143.686
143.716
143.635
143.705
143.802
143.733
143.417
143.663
143.567
143.612
143.839
143.587
143.802
143.598
143.763
143.584
143.613
143.575
143.586
143.643
143.451
143.509
143.594
143.602
143.671
143.719
143.582
143.434
143.51
143.438
143.802
143.647
143.329
143.407
143.623
143.724
143.46
143.727
143.425
143.814
143.652
143.609
143.494
143.486
143.579
143.862
143.257
143.42
143.705
143.541
143.528
143.419
144.021
143.526
143.499
143.478
143.653
143.604
143.934
143.766
143.641
143.691
143.707
143.784
143.367
143.693
143.703
143.596
143.667
143.406
143.86
143.377
143.479
143.674
143.581
143.798
143.583
143.511
143.682
143.465
143.491
143.665
143.58
143.555
143.498
143.432
143.883
143.807
143.575
143.273
143.726
143.881
143.798
143.537
143.609
143.51
143.495
143.328
143.869
143.762
143.257
143.655
143.48
143.375
143.371
143.661
143.309
143.507
143.48
143.531
143.576
143.501
143.612
143.675
143.787
143.454
143.248
143.861
143.617
143.477
143.781
143.479
143.464
143.474
143.35
143.59
143.466
143.735
143.867
143.588
143.435
143.406
143.197
143.635
143.572
143.439
143.39
143.452
143.444
143.55
143.703
143.68
143.715
143.67
143.918
143.515
143.515
143.947
143.68
143.59
143.725
143.715
143.398
143.313
143.491
143.692
143.629
143.651
143.759
143.665
143.739
143.514
143.61
143.723
143.712
143.547
143.696
143.419
143.861
143.611
143.49
143.512
143.605
143.6
143.608
143.678
143.523
143.18
143.462
143.645
143.468
143.563
143.574
143.863
143.319
143.571
143.567
143.574
143.558
143.674
143.678
143.828
143.455
143.501
143.584
143.667
143.431
143.109
143.83
143.54
143.698
143.444
143.441
143.759
143.829
143.512
143.686
143.397
143.296
143.287
143.394
143.523
143.666
143.865
143.162
143.375
143.531
143.452
143.598
143.627
143.627
143.861
143.777
143.565
143.767
143.698
143.923
143.652
143.431
143.546
143.682
143.566
143.667
143.575
143.476
143.56
143.459
143.488
143.457
143.429
143.557
143.686
143.615
143.339
143.749
143.786
143.897
143.555
143.302
143.496
143.646
143.513
143.642
143.584
143.207
143.686
143.63
143.656
143.679
143.478
143.572
143.497
143.357
143.468
143.664
143.555
143.636
143.366
143.35
143.616
143.576
143.754
143.229
143.861
143.334
143.31
143.632
143.69
143.504
143.417
143.719
143.723
143.76
143.727
143.7
143.797
143.372
143.464
143.582
143.603
143.592
143.481
143.837
143.382
143.619
143.659
143.629
143.735
143.378
143.437
143.491
143.791
143.534
143.687
143.549
143.528
143.824
143.558
143.628
143.405
143.555
143.425
143.136
143.317
143.426
143.906
143.751
143.574
143.712
143.441
143.597
143.779
143.828
143.712
143.481
143.534
143.757
143.603
143.687
143.482
143.631
143.682
143.571
143.304
143.625
143.662
143.795
143.556
143.666
143.526
143.637
143.501
143.431
143.457
143.476
143.553
143.906
143.808
143.515
143.523
143.621
143.484
143.422
143.637
143.925
143.592
143.632
143.421
143.535
143.511
143.558
143.827
143.51
143.07
143.686
143.404
143.528
143.634
143.709
143.802
143.598
143.507
143.74
143.236
143.652
143.633
143.557
143.425
143.481
143.329
143.779
143.529
143.187
143.654
143.797
143.886
144.001
143.459
143.577
143.883
143.502
143.757
143.698
143.55
143.661
143.698
143.205
143.689
143.432
143.509
143.608
143.479
143.652
143.673
143.652
143.653
143.499
143.314
143.427
143.527
143.854
143.774
143.567
143.406
143.28
143.273
143.503
143.612
143.717
143.558
143.186
143.759
143.657
143.757
143.643
143.759
143.924
143.828
143.645
143.837
143.374
143.4
144.075
143.367
143.47
143.68
143.47
143.666
143.57
143.499
143.662
143.501
143.546
143.392
143.762
143.619
143.434
143.476
143.532
143.581
143.424
143.574
143.746
143.696
143.603
143.424
143.966
143.366
143.475
143.409
143.63
143.829
143.325
143.583
143.753
143.537
143.485
143.588
143.494
143.708
143.496
143.468
143.525
143.281
143.68
143.637
143.539
143.429
143.598
143.456
143.322
143.411
143.925
143.462
143.479
143.368
143.596
143.583
143.444
143.566
143.779
143.682
143.41
143.482
143.639
143.507
143.573
143.258
143.388
143.531
143.455
143.553
143.325
143.438
143.661
143.739
143.842
143.642
143.749
143.372
143.42
143.527
143.603
143.529
143.264
143.435
143.574
143.539
143.782
143.897
143.22
143.395
143.573
143.496
143.434
143.454
143.685
143.558
143.549
143.444
143.697
143.513
143.423
143.519
143.788
143.654
143.569
143.866
143.721
143.716
143.621
143.647
143.829
143.326
143.809
143.655
143.36
143.455
143.262
143.558
143.6
143.622
143.701
143.524
143.705
143.615
143.541
143.628
143.382
143.485
143.535
143.3
143.504
143.635
143.618
144.106
143.29
143.538
143.825
143.365
143.528
143.549
143.429
143.633
143.64
143.468
143.651
143.707
143.281
143.576
143.446
143.52
143.646
143.609
143.53
143.565
143.72
143.63
143.717
143.845
143.279
143.794
143.809
143.585
143.562
143.604
143.713
143.588
143.686
143.705
143.737
143.568
143.633
143.313
143.693
143.346
143.687
143.41
143.58
143.723
143.643
143.395
143.678
143.204
143.559
143.645
143.382
143.482
143.6
143.616
143.79
143.389
143.765
143.44
143.459
143.557
143.565
143.642
143.643
143.603
143.503
143.562
143.571
143.784
143.519
143.706
143.502
143.686
143.415
143.621
143.377
143.622
143.716
